"NAME_FGENE","MODEL_LOC_ID","GOSLIM_ID","KEYWORD_CATEGORY","GOSLIM_TERM","ANNOTATED_BY","TAIR_ID"
"chrChr2_mRNA_157_929928","LOC_Os02g02560.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G17310"
"chrChr2_mRNA_3016_21082668","LOC_Os02g35130.2","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G33970"
"chrChr2_mRNA_1702_11357713","LOC_Os02g19440.2","GO:0006950","P","response to stress","IEA","TAIR:AT1G50170"
"chrChr2_mRNA_3284_22924459","LOC_Os02g37920.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G02460"
"chrChr6_mRNA_1433_8882614","LOC_Os02g38130.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G25580"
"chrChr6_mRNA_1433_8882614","LOC_Os02g38130.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G25580"
"chrChr2_mRNA_3304_23066544","LOC_Os02g38130.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G25580"
"chrChr2_mRNA_3352_23319567","LOC_Os02g38680.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G48470"
"chrChr2_mRNA_3338_23272550","LOC_Os02g38680.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G48470"
"chrChr2_mRNA_1609_10716741","LOC_Os02g18410.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G20260"
"chrChr2_mRNA_3425_23759256","LOC_Os02g39360.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G06040"
"chrChr2_mRNA_1550_10262000","LOC_Os02g17760.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G13080"
"chrChr2_mRNA_1552_10283727","LOC_Os02g17780.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G02780"
"chrChr2_mRNA_2652_18296255","LOC_Os02g30714.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G50600"
"chrChr2_mRNA_2222_15192260","LOC_Os02g25900.2","GO:0006950","P","response to stress","IEA","TAIR:AT3G14470"
"chrChr2_mRNA_2254_15398605","LOC_Os02g26210.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G24860"
"chrChr2_mRNA_2275_15521497","LOC_Os02g26430.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G31550"
"chrChr12_mRNA_131_723298","LOC_Os02g24720.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G59320"
"chrChr2_mRNA_2212_15130360","LOC_Os02g25820.1","GO:0009908","P","flower development","IEA","TAIR:AT4G01500"
"chrChr2_mRNA_2212_15130360","LOC_Os02g25820.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G01500"
"chrChr2_mRNA_2212_15130360","LOC_Os02g25820.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G01500"
"chrChr2_mRNA_2416_16617437","LOC_Os02g28074.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT1G54490"
"chrChr2_mRNA_2416_16617437","LOC_Os02g28074.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G54490"
"chrChr2_mRNA_2315_15765780","LOC_Os02g26850.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G34570"
"chrChr2_mRNA_2332_15891592","LOC_Os02g27030.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G39090"
"chrChr2_mRNA_2334_15910692","LOC_Os02g27060.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G04880"
"chrChr2_mRNA_1294_8408689","LOC_Os02g15090.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G44120"
"chrChr2_mRNA_1357_8867667","LOC_Os02g15730.1","GO:0009908","P","flower development","IEA","TAIR:AT2G02850"
"chrChr2_mRNA_2734_19001080","LOC_Os02g32160.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G61900"
"chrChr2_mRNA_2791_19458350","LOC_Os02g32760.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G27710"
"chrChr2_mRNA_2856_19882081","LOC_Os02g33450.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G06290"
"chrChr2_mRNA_1213_7751287","LOC_Os02g14160.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G05340"
"chrChr2_mRNA_3140_21976544","LOC_Os02g36380.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G08920"
"chrChr2_mRNA_3198_22348185","LOC_Os02g37000.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G40770"
"chrChr1_mRNA_5089_33463754","LOC_Os01g57870.1","GO:0009605","P","response to external stimulus","IEA","TAIR:AT4G26090"
"chrChr1_mRNA_5089_33463754","LOC_Os01g57870.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G26090"
"chrChr2_mRNA_102_554579","LOC_Os02g02000.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G15440"
"chrChr2_mRNA_2871_19983176","LOC_Os02g33590.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G35930"
"chrChr2_mRNA_2962_20734076","LOC_Os02g34580.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G38290"
"chrChr2_mRNA_4175_28794171","LOC_Os02g47160.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G79680"
"chrChr2_mRNA_4127_28498494","LOC_Os02g46680.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G25960"
"chrChr2_mRNA_4137_28560020","LOC_Os02g46780.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G79180"
"chrChr2_mRNA_4052_27990398","LOC_Os02g45930.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G56550"
"chrChr2_mRNA_4714_32205335","LOC_Os02g52670.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G34410"
"chrChr2_mRNA_4245_29291570","LOC_Os02g47880.2","GO:0006950","P","response to stress","IEA","TAIR:AT3G27960"
"chrChr2_mRNA_4385_30165377","LOC_Os02g49370.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G47670"
"chrChr2_mRNA_4482_30749371","LOC_Os02g50350.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT3G17810"
"chrChr2_mRNA_4437_30475800","LOC_Os02g49880.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G25440"
"chrChr2_mRNA_3624_25133528","LOC_Os02g41800.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G30080"
"chrChr2_mRNA_4577_31414131","LOC_Os02g51300.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G65510"
"chrChr2_mRNA_4542_31161994","LOC_Os02g50960.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G23080"
"chrChr2_mRNA_4575_31396772","LOC_Os02g51280.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G47620"
"chrChr2_mRNA_4576_31407197","LOC_Os02g51290.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G74520"
"chrChr2_mRNA_4770_32507151","LOC_Os02g53120.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G22970"
"chrChr2_mRNA_3609_24977287","LOC_Os02g41630.2","GO:0006950","P","response to stress","IEA","TAIR:AT2G37040"
"chrChr2_mRNA_3609_24977287","LOC_Os02g41630.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G37040"
"chrChr2_mRNA_3967_27316157","LOC_Os02g45054.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G66730"
"chrChr2_mRNA_3575_24724116","LOC_Os02g40784.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G02205"
"chrChr2_mRNA_3599_24879932","LOC_Os02g41510.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G23250"
"chrChr2_mRNA_4760_32454551","LOC_Os02g53030.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G08500"
"chrChr2_mRNA_4762_32461128","LOC_Os02g53040.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G08500"
"chrChr6_mRNA_987_5688697","LOC_Os02g52720.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G42890"
"chrChr2_mRNA_4729_32281580","LOC_Os02g52780.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G19290"
"chrChr2_mRNA_4792_32643551","LOC_Os02g53320.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G03270"
"chrChr2_mRNA_4802_32692990","LOC_Os02g53420.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G09590"
"chrChr2_mRNA_4811_32727558","LOC_Os02g53500.2","GO:0006950","P","response to stress","IEA","TAIR:AT1G77470"
"chrChr2_mRNA_3463_24000931","LOC_Os02g39740.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G08010"
"chrChr2_mRNA_3922_27061955","LOC_Os02g44642.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G63700"
"chrChr2_mRNA_3674_25488084","LOC_Os02g42370.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G47570"
"chrChr2_mRNA_4258_29421401","LOC_Os02g48060.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G66470"
"chrChr2_mRNA_3763_26100689","LOC_Os02g43300.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G76880"
"chrChr2_mRNA_3823_26456450","LOC_Os02g43820.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G47230"
"chrChr2_mRNA_3823_26456450","LOC_Os02g43820.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G47230"
"chrChr2_mRNA_4326_29850372","LOC_Os02g48770.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G19640"
"chrChr2_mRNA_4326_29850372","LOC_Os02g48770.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G19640"
"chrChr2_mRNA_4332_29882068","LOC_Os02g48840.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G04550"
"chrChr2_mRNA_4617_31648754","LOC_Os02g51670.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G78080"
"chrChr2_mRNA_4060_28044149","LOC_Os02g46030.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G17300"
"chrChr2_mRNA_5267_35533043","LOC_Os02g58030.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G15410"
"chrChr2_mRNA_4684_32047766","LOC_Os02g52360.1","GO:0009908","P","flower development","IEA","TAIR:AT2G15790"
"chrChr2_mRNA_4684_32047766","LOC_Os02g52360.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G15790"
"chrChr3_mRNA_204_1180131","LOC_Os03g02939.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G05260"
"chrChr3_mRNA_215_1300273","LOC_Os03g03070.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G22950"
"chrChr3_mRNA_218_1318268","LOC_Os03g03130.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G57870"
"chrChr2_mRNA_349_1991843","LOC_Os02g04490.1","GO:0009908","P","flower development","IEA","TAIR:AT1G79000"
"chrChr3_mRNA_16_66415","LOC_Os03g01100.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G41150"
"chrChr3_mRNA_16_66415","LOC_Os03g01100.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G41150"
"chrChr2_mRNA_4984_33864842","LOC_Os02g55320.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT2G25180"
"chrChr2_mRNA_4994_33942024","LOC_Os02g55420.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G31990"
"chrChr3_mRNA_220_1327450","LOC_Os03g03150.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G22910"
"chrChr2_mRNA_5009_34026274","LOC_Os02g55560.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G25620"
"chrChr3_mRNA_268_1625098","LOC_Os03g03660.3","GO:0007165","P","signal transduction","IEA","TAIR:AT2G17290"
"chrChr3_mRNA_274_1662306","LOC_Os03g03720.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G42970"
"chrChr3_mRNA_303_1864245","LOC_Os03g04070.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G17040"
"chrChr3_mRNA_547_3405791","LOC_Os03g06705.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G04220"
"chrChr3_mRNA_476_2964716","LOC_Os03g05920.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT4G38540"
"chrChr3_mRNA_521_3201345","LOC_Os03g06410.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G08720"
"chrChr2_mRNA_5082_34470169","LOC_Os02g56310.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT3G04530"
"chrChr2_mRNA_1036_6404019","LOC_Os02g12310.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G61110"
"chrChr2_mRNA_5065_34348582","LOC_Os02g56120.2","GO:0009790","P","embryo development","IEA","TAIR:AT1G04550"
"chrChr2_mRNA_5067_34356789","LOC_Os02g56140.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G36930"
"chrChr3_mRNA_348_2136725","LOC_Os03g04570.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G46050"
"chrChr3_mRNA_381_2367856","LOC_Os03g04920.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT1G04120"
"chrChr11_mRNA_92_538198","LOC_Os03g05590.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G23230"
"chrChr11_mRNA_92_538198","LOC_Os03g05590.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G23230"
"chrChr11_mRNA_92_538198","LOC_Os03g05590.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G23230"
"chrChr2_mRNA_5206_35228609","LOC_Os02g57490.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G42430"
"chrChr3_mRNA_628_3804132","LOC_Os03g07480.2","GO:0006950","P","response to stress","IEA","TAIR:AT2G02860"
"chrChr4_mRNA_4004_26578699","LOC_Os03g08440.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G72370"
"chrChr3_mRNA_696_4187158","LOC_Os03g08220.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G17420"
"chrChr3_mRNA_696_4187158","LOC_Os03g08220.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G17420"
"chrChr3_mRNA_706_4248884","LOC_Os03g08330.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G19180"
"chrChr3_mRNA_720_4363207","LOC_Os03g08480.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G06190"
"chrChr2_mRNA_5117_34673360","LOC_Os02g56600.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G28530"
"chrChr2_mRNA_5124_34742495","LOC_Os02g56680.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G15950"
"chrChr2_mRNA_5128_34764350","LOC_Os02g56700.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G15950"
"chrChr3_mRNA_139_771257","LOC_Os03g02260.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G09590"
"chrChr6_mRNA_4462_29831075","LOC_Os03g02440.2","GO:0007165","P","signal transduction","IEA","TAIR:AT5G24320"
"chrChr3_mRNA_179_997756","LOC_Os03g02680.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G48750"
"chrChr3_mRNA_844_5182185","LOC_Os03g10210.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G36740"
"chrChr3_mRNA_1674_10542880","LOC_Os03g18810.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G33680"
"chrChr3_mRNA_796_4829533","LOC_Os03g09250.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G22240"
"chrChr3_mRNA_764_4618026","LOC_Os03g08920.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G27420"
"chrChr3_mRNA_769_4652934","LOC_Os03g08960.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G40060"
"chrChr3_mRNA_1897_12108324","LOC_Os03g21210.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G49720"
"chrChr3_mRNA_796_4829533","LOC_Os03g09250.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G22240"
"chrChr3_mRNA_1924_12288225","LOC_Os03g21510.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G58300"
"chrChr3_mRNA_940_5775940","LOC_Os03g11220.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G03440"
"chrChr3_mRNA_814_4923940","LOC_Os03g09900.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G12980"
"chrChr1_mRNA_3825_25300974","LOC_Os03g09170.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G78080"
"chrChr3_mRNA_972_5979629","LOC_Os03g11540.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G08020"
"chrChr3_mRNA_1112_6997181","LOC_Os03g12950.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G37750"
"chrChr3_mRNA_1120_7051263","LOC_Os03g13040.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G37680"
"chrChr3_mRNA_940_5775940","LOC_Os03g11220.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G03440"
"chrChr3_mRNA_953_5844831","LOC_Os03g11340.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G61240"
"chrChr3_mRNA_956_5858227","LOC_Os03g11370.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G31690"
"chrChr3_mRNA_1410_8842996","LOC_Os03g16050.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G54050"
"chrChr3_mRNA_985_6100341","LOC_Os03g11680.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G58070"
"chrChr3_mRNA_985_6100341","LOC_Os03g11680.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G58070"
"chrChr3_mRNA_991_6152114","LOC_Os03g11760.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G07970"
"chrChr3_mRNA_1048_6512771","LOC_Os03g12350.4","GO:0007165","P","signal transduction","IEA","TAIR:AT4G16110"
"chrChr3_mRNA_1048_6512771","LOC_Os03g12350.4","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G16110"
"chrChr3_mRNA_1048_6512771","LOC_Os03g12350.4","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G16110"
"chrChr3_mRNA_1051_6537573","LOC_Os03g12370.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G16820"
"chrChr3_mRNA_1052_6546478","LOC_Os03g12390.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G73500"
"chrChr3_mRNA_1420_8923437","LOC_Os03g16170.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G11410"
"chrChr3_mRNA_1371_8629862","LOC_Os03g15650.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G19770"
"chrChr3_mRNA_1371_8629862","LOC_Os03g15650.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G19770"
"chrChr3_mRNA_1248_7815148","LOC_Os03g14370.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G12420"
"chrChr3_mRNA_1232_7688842","LOC_Os03g14170.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G01120"
"chrChr3_mRNA_1723_10855740","LOC_Os03g19310.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G02500"
"chrChr3_mRNA_1341_8396569","LOC_Os03g15340.1","GO:0009908","P","flower development","IEA","TAIR:AT2G02850"
"chrChr3_mRNA_1304_8174895","LOC_Os03g14980.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G15750"
"chrChr3_mRNA_1801_11367200","LOC_Os03g20120.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G47180"
"chrChr3_mRNA_1663_10462507","LOC_Os03g18690.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G29040"
"chrChr3_mRNA_1780_11189385","LOC_Os03g19900.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G65510"
"chrChr3_mRNA_1739_10959835","LOC_Os03g19480.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G02020"
"chrChr3_mRNA_1509_9492477","LOC_Os03g17070.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G32260"
"chrChr3_mRNA_1583_9900385","LOC_Os03g17790.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G38905"
"chrChr3_mRNA_1598_10006432","LOC_Os03g17980.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G01090"
"chrChr3_mRNA_906_5592525","LOC_Os03g10880.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G67385"
"chrChr3_mRNA_799_4847241","LOC_Os03g09280.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G48150"
"chrChr3_mRNA_1971_12599500","LOC_Os03g21990.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G15900"
"chrChr3_mRNA_1971_12599500","LOC_Os03g21990.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G15900"
"chrChr3_mRNA_1950_12452164","LOC_Os03g21800.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G40620"
"chrChr3_mRNA_3878_26200938","LOC_Os03g46325.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G13980"
"chrChr3_mRNA_3879_26202267","LOC_Os03g46330.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G13980"
"chrChr3_mRNA_3844_25942767","LOC_Os03g45920.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G62690"
"chrChr3_mRNA_1199_7503768","LOC_Os03g13840.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G17840"
"chrChr3_mRNA_2166_13879080","LOC_Os03g24380.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G48150"
